artist_name,track_name,release_date,genre,lyrics
Frank Ocean,Nikes,2016,soul,These bitches want Nikes They looking for a check Tell 'em it ain't likely Said she need a ring like Carmelo You must be on that white like Othello All you want is Nikes but the real ones Just like you just like me I don't play I don't make time But if you need dick I got you And I yam from the line Pour up for A$AP R.I.P. Pimp C R.I.P. Trayvon that nigga look just like me Woo fuckin' buzzin' woo That my little cousin he got a little trade His girl keep the scales a little mermaid We out by the pool some little mermaids Me and them gel like twigs with them bangs Now that's a real mermaid You been holding your breath weighted down Punk madre punk papá He don't care for me but he cares for me And that's good enough We don't talk much or nothin' But when we talkin' 'bout somethin' We have good discussion I met his friends last week Feels like they're up to somethin' That's good for us You might also like[Verse 2: Frank Ocean] We'll let you guys prophesy We'll let you guys prophesy We gon' see the future first We'll let you guys prophesy We gon' see the future first Living so the last night feels like a past life Speaking of the don't know what got into people Devil be possessin' homies Demons try to body-jump Why you think I'm in this bitch wearing a fucking yarmulke? Acid on me like the rain Weed crumbles into glitter Rain glitter We laid out on this wet floor Away turf no Astro Mesmerized how the strobes glow Look at all the people feet dance I know that your nigga came witcha But he ain't witcha We only human and it's humid in these Balmains I mean my balls sticking to my jeans We breathin' pheromones Amber Rose Sippin' pink-gold lemonades Feelin' [Bridge: Frank Ocean] I may be younger but I'll look after you We're not in love but I'll make love to you When you're not here I'll save some for you I'm not him but I'll mean something to you I'll mean something to you I'll mean something to you You got a roommate he'll hear what we do It's only awkward if you're fucking him too [Verse 3: KOHH]273Embed
Amy Winehouse,Valerie - Live At BBC Radio 1 Live Lounge London / 2007,2006,soul,Nina Simone - Feeling Good Aretha Franklin - Respect Etta James - I'd Rather Go Blind Linda Lyndell - What A Man Dusty Springfield - Son of a Preacher Man Aretha Franklin - I Say a Little Prayer Jean Knight - Mr. Big Stuff The Staple Singers - I'll Take You There Betty Wright - Clean Up Woman Roberta Flack - Killing Me Softly With His Song Gladys Knight & The Pips - Midnight Train to Georgia Patti LaBelle - Lady Marmalade Minnie Riperton - Lovin' You Shirley Brown - Woman To Woman Gloria Gaynor - I Will Survive (Extended Version) Joan Armatrading - Love And Affection Diana Ross - I'm Coming Out Patti LaBelle - If Only You Knew Brenda Russell - Piano In The Dark Chaka Khan - Ain't Nobody Oleta Adams - Get Here Whitney Houston - I Wanna Dance with Somebody (Who Loves Me) Janet Jackson - That's The Way Love Goes Vanessa Williams - Save The Best For Last Neneh Cherry - Woman Erykah Badu - On & On Angie Stone - Brotha Jill Scott - A Long Walk Sade - Smooth Operator (Remastered) India.Arie - Video Norah Jones - Come Away With Me Mary J. Blige - I'm Goin' Down Faith Evans - You Used To Love Me Kelly Price - Friend Of Mine Ms. Lauryn Hill - Doo Wop (That Thing) Alicia Keys - If I Ain't Got You Keyshia Cole - Love Heather Headley - In My Mind Corinne Bailey Rae - Like A Star Ledisi - Alright Amy Winehouse - Valerie (Live At BBC Radio 1 Live Lounge London / 2007) Bettye LaVette - Things Have Changed (Radio Edit) Esperanza Spalding - I Know You Know Jennifer Hudson - Spotlight Chrisette Michele - Epiphany (I'm Leaving) Melanie Fiona - It Kills Me Marsha Ambrosius - Far Away Elle Varner - Only Wanna Give It To You (feat. J. Cole) Kandace Springs - People Make The World Go 'Round Alabama Shakes - Sound & Color Janelle Monáe - Q.U.E.E.N. (feat. Erykah Badu) Jazmine Sullivan - Let It Burn Leela James - Set Me Free Erykah Badu - Phone Down The Internet - Girl (feat. KAYTRANADA) Yuna - Crush (feat. Usher) PJ - Gangster Bibi Bourelly - Ego Fantasia - Sleeping With The One I Love Solange - Cranes in the Sky Ari Lennox - GOATEmbed
Marvin Gaye,What's Going On,1971,soul,Hey hey-hey Hey what's happenin'? Hey brother what's happenin'? Boy this is a groovy party (Hey how you doin'?) Man I can dig it Yeah brother solid right on What's happenin'? Hey man what's happening? Woo Everything is everything We're gonna do a get down today boy I'll tell ya [Verse 1] Mother mother There's too many of you crying Brother brother brother There's far too many of you dying You know we've got to find a way To bring some loving here today yeah [Verse 2] Father father We don't need to escalate You see war is not the answer For only love can conquer hate You know we've got to find a way To bring some loving here today oh (Oh) You might also like[Chorus] Picket lines (Sister) and picket signs (Sister) Don't punish me (Sister) with brutality (Sister) Talk to me (Sister) so you can see (Sister) Oh what's going on (What's going on) What's going on (What's going on) Yeah what's going on (What's going on) Oh what's going on [Post-Chorus] Ah-ah-ah-ah (In the meantime right on baby) Woo (Right on baby) woo Ah-ya-ya-ya-ya-ya-ya ya-ya-ya-ya-ya Woo (Right on baby right on) woo Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Ba-da-boo-doo boo-boo-boo-doo boo-boo-boo Ba-da-boo-boo-boo-doo boo-boo-boo-ba-ba-do [Verse 3] Mother mother Everybody thinks we're wrong Oh but who are they to judge us Simply 'cause our hair is long? Oh you know we've got to find a way To bring some understanding here today oh-oh [Chorus] Picket lines (Brother) and picket signs (Brother) Don't punish me (Brother) with brutality (Brother) Come on talk to me (Brother) so you can see (Brother) Oh what's going on (What's going on) Yeah what's going on (What's going on) Tell me what's going on (What's going on) I'll tell you what's going on (What's going on) [Post-Chorus] Woo-ooh-ooh-ooh (Right on baby right on) Ah-ya-ya-ya-ya-ya-ya ya-ya-ya-ya-ya-ya-ya Woo woo (Right on) Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Ba-da-boo-doo boo-boo-boo-doo Ba-da-boo-boo-boo-doo ba-da-da-da-da-da-da [Outro] Woo (Right on baby come on right on) Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Woo (Right on) Listen ah-ya-ya-ya-ya-ya-ya-ya Da-boo-doo boo-boo-boo-doo Da-boo-boo-doo boo-boo-boo49Embed
Adele,Rumour Has It,2011,soul,Ooh ooh ooh ooh [Verse 1] She she ain't real She ain't gon' be able to love you like I will She is a stranger You and I have history or don't you remember? Sure she's got it all But baby is that really what you want? [Pre-Chorus] Bless your soul you've got your head in the clouds She made a fool out of you and boy she's bringin' you down She made your heart melt but you're cold to the core Now rumour has it she ain't got your love anymore [Chorus] Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) You might also like[Verse 2] She is half your age But I'm guessin' that's the reason that you strayed I heard you've been missin' me You've been tellin' people things you shouldn't be Like when we creep out when she ain't around Haven't you heard the rumours? (Bless your soul) [Pre-Chorus] Bless your soul you've got your head in the clouds You made a fool out of me and boy you're bringin' me down You made my heart melt yet I'm cold to the core But rumour has it I'm the one you're leaving her for [Chorus] Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) [Bridge] All of these words whispered in my ear Tell a story that I cannot bear to hear Just 'cause I said it it don't mean that I meant it People say crazy things Just 'cause I said it don't mean that I meant it Just 'cause you heard it [Chorus] Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it (Rumour) Rumour has it [Outro] But rumour has it he's the one I'm leaving you for27Embed
Gladys Knight & The Pips,Midnight Train to Georgia,1973,soul,Mm L.A Proved too much for the man (Too much for the man he couldn't make it) So he's leavin' the life He's come to know ooh (He said he's goin') He said he's goin' back to find (Goin' back to find) Ooh ooh ooh what's left of his world The world he left behind not so long ago [Chorus] He's leavin' (Leavin') On that midnight train to Georgia (Leavin' on that midnight train) Mm yes Said he's goin' back (Goin' back to find) To a simpler place and time (Whenever he takes that ride) Oh yes he is (Guess who's gonna be right by his side) And I'll be with him (I know you will) On that midnight train to Georgia (Leavin' on that midnight train to Georgia) Yeah (Woo woo) I'd rather live in his world (Live in his world) Than live without him in mine (Her world is his his and hers alone) [Verse 2] He kept dreamin' (Dreamin') Ooh that someday he'd be a star (A superstar but he didn't get far) But he sure found out the hard way That dreams don't always come true (Dreams don't always come true) Oh no uh-uh (Uh-uh no uh-uh) So he pawned all his hopes And he even sold his old car Bought a one-way ticket back To the life he once knew Oh yes he did he said he would You might also like[Chorus] Oh no he's leavin (Leavin') On that midnight train to Georgia (Leavin' on that midnight train) Hmm yeah Said he's goin' back to find (Goin' back to find) Ooh a simpler place and time (Whenever he takes that ride) Oh yeah (Guess who's gonna be right by his side) I'm gonna be with him (I know you will) On that midnight train to Georgia (Leavin' on the midnight train to Georgia) Oh (Woo woo) I'd rather live in his world (Live in his world) Than live without him in mine (Her world is his his and hers alone) Ooh he's leavin' (Leavin') On the midnight train to Georgia (Leavin' on the midnight train) Yeah ooh y'all Said he's goin' back to find (Goin' back to find) Ooh a simpler place and time (Whenever he takes that ride) Ooh y'all uh-huh (Guess who's gonna be right by his side) I've got to be with him (I know you will) On that midnight train to Georgia (Leavin' on the midnight train to Georgia) Yeah (Woo woo) I'd rather live in his world (Live in his world) Than live without him in mine (Her world is his his and hers alone) [Outro] Oh (For love) For love (Gonna board) Gonna board the midnight train to ride For love (For love) Gonna board (Gonna board) Gotta board the midnight train to go For love (For love) Gonna board (Gonna board) Uh-huh the midnight train to go My world (For love) His world (Gonna board) Our world mine and his alone (The midnight train to go) My world (For love) His world (Gonna board) Our world mine and his alone (The midnight train to go) I've got to go (For love) I've got to go (Gonna board) I've got to go hey (The midnight train to go) I've got to go (For love) I've got to go (Gonna board) Mm (The midnight train to go) My world (For love) His world (Gonna board) My man his girl (The midnight train to go) I've got to go (For love) I've got to go (Gonna board) Oh I've got to go (The midnight train to go) My world (For love) His world (Gonna board) Our world his girl…3Embed
Bill Withers,Lean on Me,1972,soul,Hmm Hmm hmm hmm hmm Hmm hmm hmm hmm Hmm hmm hmm hmm hmm [Verse 1] Sometimes in our lives we all have pain We all have sorrow But if we are wise We know that there's always tomorrow [Chorus] Lean on me when you're not strong And I'll be your friend I'll help you carry on For it won't be long 'Til I'm gonna need Somebody to lean on [Verse 2] Please swallow your pride If I have things you need to borrow For no one can fill Those of your needs That you won't let show You might also like[Bridge] You just call on me brother when you need a hand We all need somebody to lean on I just might have a problem that you'll understand We all need somebody to lean on [Chorus] Lean on me when you're not strong And I'll be your friend I'll help you carry on For it won't be long 'Til I'm gonna need Somebody to lean on [Bridge] You just call on me brother when you need a hand We all need somebody to lean on I just might have a problem that you'll understand We all need somebody to lean on [Verse 3] If there is a load you have to bear That you can't carry I'm right up the road I'll share your load If you just call me [Outro] (Call me) If you need a friend (Call me) Call me uhuh uhuh (Call me) If you need a friend (Call me) If you ever need a friend (Call me) Call me (Call me) Call me (Call me) Call me (Call me) Call me (Call me) If you need a friend (Call me) Call me (Call me) Call me (Call me) Call me (Call me) Call me (Call me)32Embed
Sam Cooke,(What A) Wonderful World,2023,soul,I would really wanna know what's happening I don't wanna be on Mother Earth no more Cause Mister Dobalina left her raped and sore All I see is grey up in this thang And all I want is paint the world green again Who has the right to prevent me from tokin' and coughin' And everytime I see a tree I ain't recognize nothin' It's the beauty in so many things that I don't see Because I'm blind from technology we think is pretty So I need to change my priority that I think of To gather Gratitude Indo Nature and Love And try to make everybody understand and see What a wonderful World this could be... 1 2 3 Back to the Intention Of Mr. Sam Cooke I ain't forget to mention Don't know much about History and though I want to rest I have to learn it cause tomorrow we are gonna write a test And I'm not interested in the subject because the past Is something not like the presence that is not gonna last You can't live reminiscing or else your memories will change ya Not in a good way they will rather fool and derange ya Focus on your focus and focus not on distractions Your goal is way better than all their little attractions Be strong and courageous Be patient Stay optimistic And after a while you gon' see the lights in the distant But talk is cheap I wish It was that easy What a wonderful World this would be...You might also likeEmbed
Louis Armstrong,What A Wonderful World,1968,soul,"I see trees of green red roses too I see them bloom for me and you And I think to myself What a wonderful world [Verse 2] I see skies of blue and clouds of white The bright blessed days the dark sacred nights And I think to myself What a wonderful world [Bridge] The colors of the rainbow So pretty in the sky Are also on the faces Of people going by I see friends shaking hands saying ""How do you do?"" They're really saying ""I love you"" [Verse 3] I hear babies cry I watch them grow They'll learn much more Than I'll ever know And I think to myself What a wonderful world Yes I think to myself What a wonderful world You might also like[Written by Bob Thiele and George Weiss]29Embed"
Alicia Keys,Fallin',2001,soul,I keep on fallin' in And outta love with you Sometimes I love ya sometimes you make me blue Sometimes I feel good at times I feel used Lovin' you darlin' makes me so confused [Chorus] I keep on fallin' in and out Of love with you I never loved someone The way that I'm lovin' you [Verse 2] Oh oh I never felt this way How do you give me so much pleasure And cause me so much pain? (Yeah yeah) Just when I think I've taken more than would a fool I start fallin' back in love with you [Chorus] I keep on fallin' in and out Of love with you I never loved someone (Oh someone) The way that I'm lovin' you (Way I uh uh) You might also like[Bridge] Oh baby I I I I'm fallin' (Yeah yeah yeah) I I I I'm fallin' Fall fall fall (Sing) Fall [Chorus] I keep on fallin' in and out (Out) Of love with you (Love with you) I never loved someone (I never loved) The way that I'm lovin' you (Oh) I'm fallin' in and out (Yeah) Of love with you (Of love with you) I never loved someone (No no no) The way that I'm lovin' you (Uh) I'm fallin' in and out (Yeah) Of love with you (Of love with you) I never loved someone (No no no) The way that I'm lovin' you (Uh) [Outro] What?44Embed
Chuck Berry,Johnny B. Goode,1959,soul,"Deep down in Louisiana close to New Orleans Way back up in the woods among the evergreens There stood a log cabin made of earth and wood Where lived a country boy named Johnny B. Goode Who never ever learned to read or write so well But he could play a guitar just like a ringing a bell [Chorus] Go go Go Johnny go go Go Johnny go go Go Johnny go go Go Johnny go go Johnny B. Goode [Verse 2] He used to carry his guitar in a gunny sack Go sit beneath the tree by the railroad track Oh the engineers would see him sitting in the shade Strumming with the rhythm that the drivers made People passing by they would stop and say ""Oh my but that little country boy could play "" [Chorus] Go go Go Johnny go go Go Johnny go go Go Johnny go go Go Johnny go go Johnny B. Goode You might also like[Verse 3] His mother told him ""Someday you will be a man And you will be the leader of a big ol' band Many people coming from miles around To hear you play your music when the sun go down Maybe someday your name will be in lights Saying 'Johnny B. Goode Tonight' "" [Chorus] Go go Go Johnny go go Go Johnny go go Go Johnny go go Oh go Johnny go go Go Johnny B. Goode27Embed"
Aretha Franklin,I Say a Little Prayer,1968,soul,(I say a little prayer for you) [Verse 1] The moment I wake up Before I put on my makeup (Makeup) I say a little (Prayer for you) And while I'm combing my hair now And wondering what dress to wear now (Wear now) I say a little (Prayer for you) [Chorus] Forever (Forever) and ever (Yeah) You'll stay in my heart and I will love you Forever (Forever) and ever (Ever) We never will part oh how I love you Together (Together) together (Together) That's how it must be to live without you Would only mean heartbreak for me (Ooh-hoo) [Verse 2] I run for the bus dear But while riding I think of us dear (Us dear) I say a little (Prayer for you) And at work I just take time And all through my coffee break time (Break time) I say a little (Prayer for you) You might also like[Chorus] Forever (Forever) and ever (Ever) You'll stay in my heart and I will love you Forever (Forever) and ever (Ever) We never will part oh how I love you Together (Together) together (Together) That's how it must be to live without you Would only mean heartbreak for me (Nobody but me) Forever (Ever) and ever (Ever) You'll stay in my heart and I will love you Forever (Forever) and ever (Ever) We never will part oh how I love you Together (Together) together (Together) That's how it must be to live without you Would only mean heartbreak for me (Ooh ooh-hoo) [Bridge] My darling believe me (Believe me) For me there is no one but you Please love me true I'm in love with you (Answer my prayer) Answer my prayer baby (Answer my prayer) Say you'll love me true (Answer my prayer) Answer my prayer baby (Answer my prayer) [Chorus] (Ey) Forever (Forever) and ever (Ever ever) You'll stay in my heart and I will love you Forever (Forever) and ever (Ever) We never will part oh how I love you Together (Together) together (Together) That's how it must be to live without you Would only mean heartbreak for me (Oh nobody but me) [Bridge] My darling believe me (Believe me) For me there is no one but you Please love me true [Outro] This is my prayer (Answer my prayer baby) Answer my prayer now baby (Answer my prayer baby) This is my prayer (Answer my prayer baby) Answer it right now baby (Answer my prayer baby) Say you'll love me true (Answer my prayer baby) This is my prayer baby (Answer my prayer baby) I'm in love with you (Answer my prayer)10Embed
The O'Jays,Love Train,1972,soul,People all over the world (Hit by it) Join hands (Join) Start a love train (You) Love train (And you) People all over the world (All over nah) Join hands (Love right) Start a love train (Love right) Love train [Verse 1] The next stop that we make will be England Tell all the folks in Russia and China too Don't you know that it's time to get on board? And let this train keep on riding riding on through (Well well) [Chorus] People all over the world (We don't need nobody) Join hands (Come on) Start a love train (Don't need) Love train (Take it come on) People all over the world (Right) Join hands (Ride this train y'all) Start a love train (Come on) Love train You might also like[Verse 2] All of you brothers over in Africa Tell all the folks in Egypt and Israel too Please don't miss this train at the station 'Cause if you miss it I feel sorry sorry for you (Well) [Chorus] People all over the world (Sisters and Brothers) Join hands (Join come on) Start a love train (Ride this train) Love train (Come on love train) People all over the world (Don't need no tickets) Join hands (Come on ride) Start a love train (Ride) Love train (Ride) [Bridge] Ride Let it ride Let it ride Let it ride People ain't no war [Chorus] People all over the world (This train) Join hands (Ride the train) Start a love train (Yeah) Love train (Come to Japan y'all) People all over the world (Come on) Join hands (You should be glad to stand) Start a love train (Yeah) Love train (Making love) People all over the world ('Round the world y'all) Join hands (Come on) Start a love train (Goin' over and meet ya) Love train People all over the world (Ride) Join hands (Come on and meet y'all) Start a love train (Ride) Love train (All over the world) People all over the world (Come on love train) Join hands Start a love train (Yeah) Love train (Get on) People all over the world Join hands4Embed
Sade,Kiss of Life,1994,soul,There must have been an angel by my side Something heavenly led me to you Look at the sky It's the colour of love There must have been an angel by my side Something heavenly came down from above He led me to you He led me to you [Bridge] He built a bridge to your heart All the way How many tonnes of love inside? I can't say [Verse 2] When I was led to you I knew you were the one for me I swear the whole world could feel my heartbeat When I lay eyes on you I-I-I-I-I You wrap me up in The colour of love [Chorus] You gave me the kiss of life Kiss of life You gave me the kiss that's like Kiss of life You might also like[Saxophone Solo] [Verse 3] Wasn't it clear From the start? Look the sky is full of love Yeah the sky is full of love [Bridge] He built a bridge to your heart All the way How many tonnes of love inside? I can't say [Chorus] You gave me the kiss of life Kiss of life You gave me the kiss that's like The kiss of life You gave me the kiss of life Kiss of life You gave me the kiss that's like The kiss of life [Saxophone Solo] [Chorus] You gave me the kiss of life Kiss of life (oh yeah) You gave me the kiss that's like The kiss of life [Outro] You wrapped me up in the colour of love In the moonlight baby It must have been an angel came down from above Giving me love yeah Giving me love yeah You gave me the kiss of life Kiss of life You gave me the kiss of life7Embed
Al Green,Tired of Being Alone,1971,soul,Sweet baby [Chorus] I'm so tired of being alone I'm so tired of on-my-own Won't you help me girl Just as soon as you can [Verse 1] People say that I've found a way To make you say that you love me Hey baby you didn't go for that It's a natural fact That I wanna come back Show me where it's at baby [Chorus] I'm so tired of being alone I'm so tired of on-my-own Won't you help me girl Soon as you can [Verse 2] I guess you know that I uh I love you so Even though you don't want me no more Hey hey hey hey I'm cryin' tears All through the years I'll tell ya like it is Honey love me if you will You might also like[Bridge] Yeah baby Tired of being alone here by myself now I tell ya I'm tired baby I'm tired of being all wrapped up late at night In my dreams nobody but you baby Sometimes I wonder (Oooooh) If you love me like you say you do You see baby I been thinkin' about it yeah I been I been wantin' to get next to you baby Ya see sometimes I hold my arms I say mmmm hmmm hmmm (Oooh) Yeah baby Meeting you has proven to me To be my greatest dream yeah [Outro] Tired baby Yeah you don't know what I'm talkin' about Sometimes late at night I get to wonderin' about you baby Oh baby baby I'm so tired of being alone I'm so tired of being alone I'm so tired of being alone…8Embed
Luther Vandross,Never Too Much,1981,soul,I can't fool myself I don't want nobody else to ever love me You are my shining star my guiding light my love fantasy There's not a minute hour day or night that I don't love you You're at the top of my list 'cause I'm always thinking of you I still remember in the days when I was scared to touch you How I spent my day dreaming planning how to say I love you You must have known that I had feelings deep enough to swim in That's when you opened up your heart and you told me to come in [Pre-Chorus] Oh my love A thousand kisses from you is never too much I just don't wanna stop Oh my love A million days in your arms is never too much I just don't wanna stop [Chorus] Too much never too much never too much never too much [Verse 2] Woke up today looked at your picture just to get me started I called you up but you weren't there and I was broken-hearted Hung up the phone can't be too late the boss is so demanding Opened the door up and to my surprise there you were standing Well who needs to go to work to hustle for another dollar? I'd rather be with you 'cause you make my heart scream and holler Love is a gamble and I'm so glad that I am winning We've come a long way and yet this is only the beginning You might also like[Pre-Chorus] Oh my love A thousand kisses from you is never too much (Never too much never too much never too much) I just don't wanna stop Oh my love A million days in your arms is never too much (Never too much never too much never too much) And I just don't wanna stop Oh my love A thousand kisses from you is never ne-ne-never (Never too much never too much never too much) I just don't wanna stop Oh my love A million days in your arms is never too much10Embed
Etta James,A Sunday Kind Of Love,1960,soul,I want a Sunday kind of love A love to last past Saturday night And I’d like to know it’s more than love at first sight And I want a Sunday kind of love oh yeah yeah [Verse 2] I want a a love that’s on the square Can’t seem to find somebody someone to care And I’m on a lonely road that leads to nowhere I need a Sunday kind of love [Bridge] I do my Sunday dreaming oh yeah And all my Sunday scheming Every minute every hour every day Oh I’m hoping to discover A certain kind of lover Who will show me the way [Verse 3] And my arms need someone someone to enfold To keep me warm when Mondays and Tuesdays grow cold Love for all my life to have and to hold Oh and I want a Sunday kind of love You might also like[Outro] Oh yeah Yeah yeah I don’t want a Monday Tuesday or Wednesday Or Thursday Friday Or Saturday Oh nothing But Sunday Oh yeah I want a Sunday Sunday I want a Sunday kind of love Oh yeah Sunday Sunday Sunday kind of love2Embed
Frank Ocean,Solo,2016,soul,Hand me a towel I'm dirty dancing By myself gone off tabs of that acid Form me a circle watch my Jagger Might lose my jacket and hit a solo one time We too loud in public them police turned down the function Now we outside and the timing's perfect Forgot to tell you Gotta tell you how much I vibe with you And we don't gotta be solo Now stay away from highways My eyes like them red lights Right now I prefer yellow Redbone so mellow Fuck 'round be cutting you Think we were better off solo I got that act right in the Windy City that night No trees to blow through but blow me and I owe you Two grams when the sun rise Smoking good rolling solo Solo (Solo) solo (Solo) S-solo (Solo) s-solo (Solo) [Chorus] It's hell on Earth and the city's on fire Inhale in hell there's heaven There's a bull and a matador dueling in the sky Inhale in hell there's heaven Oh oh oh oh Oh oh oh oh Solo Solo Solo Solo You might also like[Verse 2] I'm skipping showers and switching socks sleeping good and long Bones feeling dense as fuck wish a nigga would cross And catch a solo on time White leaf on my boxers green leaf turn to vapors for the low And that mean cheap 'cause ain't shit free and I know it Even love ain't 'cause this nut cost that clinic killed my soul But you gotta hit the pussy raw though Now your baby mama ain't so vicious All she want is her picket fence And you protest and you picket sign But them courts won't side with you Won't let you fly solo yeah I wanted that act right in Colorado that night I brought trees to blow through but it's just me and no you Stayed up 'til my phone died Smoking big rolling solo [Chorus] It's hell on Earth and the city's on fire Inhale in hell there's heaven There's a bull and a matador dueling in the sky Inhale in hell there's heaven Oh oh oh oh Oh oh oh oh Solo Solo Solo (By myself) Solo Solo Solo Solo Solo115Embed
Jungle,I've Been In Love,2023,soul,Shit [Verse 1] In my Tesla might get arrested She sittin' on my new shit we still getting messy Playing Anita while she got her feet up And she lick me from the neck up all I wanna do is fuck it I don't care if you rush it onlu care if you touch it Them be saving that you buzzin' back seat for good lovin' We coulda just got a hotel you look good fuck oh well Only care if you want me [Chorus] I've been in love I've been in love I've been in love I've been in love [Verse 2: Channel Tres] Pussy got gold doors make a nigga wanna relapse Pussy got gold floors make a nigga wanna recap I could tell I loved you from the first day I said you was willing whеn we first met you werе lost [Chorus] I've been in love Dyin' just to be in your arms I've been in love Buy you diamonds do you like Vuittons? I've been in love My lovin' 'bout to sound the alarm I've been in love It's a fire in my heart it's so You might also like[Post-Chorus] Oh I'm dyin' to be in your arms Oh I'm dyin' to be in your arms Shit [Chorus] I've been in love Dyin' just to be in your arms I've been in love Buy you diamonds do you like Vuittons? I've been in love My lovin' 'bout to sound the alarm I've been in love It's a fire in my heart it's so I've been in love I've been in love I've been in love I've been in love [Verse 3: Channel Tres] We back in my Tesla and we might get arrested She know this my new shit we still acting reckless We're playin' Anita while I got her feet up And she lickin' from the neck up all I wanna do is fuck it up Yeah yeah-yeah I [Outro: Channel Tres] I'll take my time if she give me that You know I love it girlEmbed
Marvin Gaye,Mercy Mercy Me (The Ecology),1971,soul,Woah-oh oh mercy mercy me Oh things ain't what they used to be no no Where did all the blue skies go? Poison is the wind that blows from the North and South and East [Verse 2] (Father) Woah-oh mercy mercy me (Ah mercy) Oh things ain't what they used to be no no (Have mercy Father) Oil wasted on the oceans and upon our seas (Have mercy please have mercy Father) Fish full of mercury (Please have mercy Father) [Verse 3] Oh oh oh mercy mercy me (Help us Father have mercy please help us Father) Oh things ain't what they used to be no no (Have mercy you oughta help us Father) Radiation underground and in the sky (Please have mercy ah help us Father) Animals and birds who live nearby are dying (Oh please help us Father Father help us Father) [Verse 4] Oh mercy mercy me (Have mercy mmm mercy Father) Oh things ain't what they used to be (Please have mercy ah mercy Father) What about this overcrowded land? (Have mercy Father oh have mercy Father) How much more abuse from man can she stand? (Please have mercy mmm) [Outro] Ooh ooh oh no no na na na na My sweet Lord na na na My my Lord my sweet Lord BreatheYou might also like14Embed
The Temptations,Ain't Too Proud To Beg,1966,soul,I know you wanna leave me But I refuse to let you go If I have to beg and plead for your sympathy I don't mind 'cause you mean that much to me [Chorus] Ain't too proud to beg sweet darlin' Please don't leave me girl don't you go Ain't too proud to plead baby baby Please don't leave me girl don't you go [Verse 2] Now I heard a cryin' man is half a man With no sense of pride But if I have to cry to keep you I don't mind weepin' If it'll keep you by my side [Chorus] Ain't too proud to beg sweet darlin' Please don't leave me girl don't you go Ain't too proud to plead baby baby Please don't leave me girl don't you go [Verse 3] If I have to sleep on your doorstep all night and day Just to keep you from walkin' away Let your friends laugh even this I can stand 'Cause I want to keep you any way I can You might also like[Chorus] Ain't too proud to beg sweet darlin' Please don't leave me girl don't you go Ain't too proud to plead baby baby Please don't leave me girl don't you go [Instrumental Bridge] [Verse 4] Now I've got a love so deep in the pit of my heart And each day it grows more and more I'm not ashamed to come and plead to you baby If pleadin' keeps you from walkin' out of that door [Chorus] Ain't too proud to beg sweet darlin' Please don't leave me girl don't you go Ain't too proud to plead baby baby Please don't leave me girl don't you go [Outro] Baby baby baby (Ooh sweet darlin') Please don't leave me7Embed
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,1967,soul,Your love lifted me higher Than I've ever been lifted before So keep it it up Quench my desire And I'll be at your side Forever more [Chorus] You know your love (your love keeps lifting me) Keep on lifting (love keeps lifting me) Higher (lifting me) Higher and higher (higher) I said your love (your love keeps lifting me) Keep on (love keeps lifting me) Lifting me (lifting me) Higher and higher (higher) [Verse 2] Listen Now once I was downhearted Disappointment was my closest friend But then you came and it soon departed And you know he never Showed his face again You might also like[Chorus] That's why your love (your love keeps lifting me) Keep on lifting me (love keeps lifting me) Higher (lifting me) Higher and higher (higher) I said your love (your love keeps lifting me) Keep on (love keeps lifting me) Lifting me (lifting me) Higher and higher (higher) Alright [Instrumental Break] [Verse 3] I'm so glad I finally found you Yes that one in a million girl And now with my loving arms around you Honey I can stand up And face the world [Chorus] Let me tell you your love (your love keeps lifting me) Keep on lifting me (love keeps lifting me) Higher (lifting me) Higher and higher (higher) And I said your love (your love keeps lifting me) Keep on (love keeps lifting me) Lifting me (lifting me) Higher and higher (higher) [Outro] Alright now sock it to me (lifting lifting lifting) Alright lift me up woman (your love keeps lifting me) Keep my love going now (lifting me) Higher and higher I said keep on lifting (lifting lifting lifting) Lift me up mama (your love keeps lifting me) Keep on lifting me (lifting me) Higher and higher2Embed
